incident_id,site_id,incident_date,category,severity,device_type,issue_type,resolution_time_hours,status,root_cause
INC000271,SITE009,2026-08-12,Provisioning,P4,Room Device,Registration Failure,6.77,Resolved,Device Issue
INC000272,SITE002,2026-02-18,QoS,P3,Room Device,No Audio,2.99,In Progress,Configuration
INC000273,SITE006,2026-07-13,Codec,P3,Room Device,Provisioning Failure,8.64,Open,Configuration
INC000274,SITE013,2026-01-22,User Configuration,P3,Room Device,Provisioning Failure,5.65,Resolved,Device Issue
INC000275,SITE009,2026-05-19,Dial Plan,P3,Soft Client,One-Way Audio,4.24,Resolved,QoS
INC000276,SITE035,2026-05-11,UAT,P2,Room Device,No Audio,1.67,Resolved,Provisioning
INC000277,SITE015,2026-08-28,Provisioning,P2,Mobile,One-Way Audio,6.74,Resolved,QoS
INC000278,SITE031,2026-04-10,Codec,P4,Desk Phone,Device Configuration,2.66,Closed,Provisioning
INC000279,SITE027,2026-01-09,SIP,P4,Mobile,Dialing Issue,1.49,Resolved,Device Issue
INC000280,SITE022,2026-07-29,SIP,P3,Room Device,UAT Failure,1.95,Resolved,Network
INC000281,SITE005,2026-08-30,Call Quality,P4,Room Device,Poor Call Quality,7.72,In Progress,User Error
INC000282,SITE024,2026-05-09,User Configuration,P3,Soft Client,Dialing Issue,3.68,Resolved,Unknown
INC000283,SITE032,2026-08-27,SIP,P2,Mobile,Registration Failure,4.19,Resolved,Configuration
INC000284,SITE001,2026-08-15,QoS,P4,Soft Client,No Audio,7.1,Resolved,QoS
INC000285,SITE034,2026-02-24,Device Configuration,P4,Desk Phone,Poor Call Quality,3.11,Open,Provisioning
INC000286,SITE021,2026-05-12,Device Configuration,P4,Desk Phone,No Audio,6.05,Resolved,QoS
INC000287,SITE017,2026-03-21,Provisioning,P3,Mobile,Registration Failure,1.72,Open,Unknown
INC000288,SITE004,2026-08-29,Call Quality,P3,Soft Client,Device Configuration,2.12,Resolved,User Error
INC000289,SITE028,2026-04-03,Provisioning,P3,Room Device,Registration Failure,4.56,Open,Configuration
INC000290,SITE028,2026-04-15,Network,P3,Soft Client,Device Configuration,3.96,Resolved,Configuration
INC000291,SITE012,2026-05-02,Network,P3,Soft Client,UAT Failure,16.32,Resolved,Configuration
INC000292,SITE009,2026-01-29,Network,P2,Desk Phone,Registration Failure,3.27,Resolved,Unknown
INC000293,SITE009,2026-02-19,UAT,P4,Desk Phone,Dialing Issue,7.67,Resolved,Unknown
INC000294,SITE004,2026-05-09,UAT,P3,Room Device,Device Configuration,2.87,Resolved,Network
INC000295,SITE004,2026-07-16,Network,P3,Mobile,Registration Failure,2.03,In Progress,Device Issue
INC000296,SITE019,2026-06-26,Network,P3,Desk Phone,Registration Failure,2.45,Resolved,Provisioning
INC000297,SITE008,2026-04-10,UAT,P3,Soft Client,Registration Failure,6.36,Resolved,User Error
INC000298,SITE024,2026-01-17,Device Configuration,P3,Mobile,No Audio,11.81,Resolved,User Error
INC000299,SITE025,2026-07-06,Audio,P2,Mobile,Dialing Issue,3.66,Resolved,Provisioning
INC000300,SITE022,2026-03-04,Call Quality,P3,Soft Client,Device Configuration,0.87,Resolved,Configuration
INC000301,SITE024,2026-04-06,Network,P3,Mobile,One-Way Audio,1.93,Resolved,QoS
INC000302,SITE034,2026-04-18,User Configuration,P2,Soft Client,Dialing Issue,2.16,Closed,Configuration
INC000303,SITE030,2026-03-18,Registration,P2,Soft Client,One-Way Audio,4.35,Resolved,Unknown
INC000304,SITE012,2026-04-21,User Configuration,P3,Desk Phone,Device Configuration,1.32,In Progress,Unknown
INC000305,SITE005,2026-04-14,Device Configuration,P2,Room Device,Device Configuration,5.21,Resolved,User Error
INC000306,SITE007,2026-03-02,UAT,P4,Room Device,UAT Failure,3.38,Resolved,Configuration
INC000307,SITE005,2026-06-13,Call Quality,P3,Room Device,One-Way Audio,5.41,Open,User Error
INC000308,SITE017,2026-02-14,Registration,P3,Soft Client,No Audio,0.78,Resolved,Device Issue
INC000309,SITE008,2026-01-18,Provisioning,P3,Mobile,Poor Call Quality,3.21,Resolved,Provisioning
INC000310,SITE019,2026-04-16,SIP,P4,Mobile,Poor Call Quality,2.77,Resolved,QoS
INC000311,SITE026,2026-01-22,SIP,P3,Desk Phone,One-Way Audio,3.05,Open,Provisioning
INC000312,SITE001,2026-06-04,User Configuration,P3,Soft Client,One-Way Audio,5.84,Open,Provisioning
INC000313,SITE016,2026-01-23,Dial Plan,P4,Desk Phone,Poor Call Quality,1.44,Resolved,Unknown
INC000314,SITE022,2026-05-10,Audio,P3,Mobile,Registration Failure,2.68,Resolved,QoS
INC000315,SITE019,2026-07-04,Provisioning,P3,Desk Phone,Provisioning Failure,2.9,In Progress,Network
INC000316,SITE010,2026-04-28,Audio,P3,Mobile,Provisioning Failure,1.32,Open,Device Issue
INC000317,SITE034,2026-08-15,Audio,P4,Desk Phone,Device Configuration,17.9,Resolved,User Error
INC000318,SITE007,2026-05-02,Provisioning,P3,Mobile,UAT Failure,1.77,Resolved,Device Issue
INC000319,SITE031,2026-03-08,Device Configuration,P4,Mobile,Provisioning Failure,11.19,In Progress,User Error
INC000320,SITE025,2026-07-09,QoS,P4,Mobile,One-Way Audio,4.75,In Progress,Network
INC000321,SITE003,2026-05-02,SIP,P3,Desk Phone,Registration Failure,2.23,In Progress,QoS
INC000322,SITE030,2026-01-27,Device Configuration,P4,Soft Client,UAT Failure,5.98,Open,User Error
INC000323,SITE010,2026-04-25,Network,P2,Room Device,One-Way Audio,4.85,Closed,Device Issue
INC000324,SITE005,2026-08-22,Dial Plan,P4,Room Device,Device Configuration,7.42,Resolved,Provisioning
INC000325,SITE018,2026-01-01,SIP,P1,Desk Phone,No Audio,5.1,Resolved,Configuration
INC000326,SITE035,2026-07-17,Registration,P2,Mobile,Provisioning Failure,9.56,Open,Provisioning
INC000327,SITE023,2026-04-12,Provisioning,P3,Soft Client,Device Configuration,1.78,Resolved,User Error
INC000328,SITE002,2026-03-03,Dial Plan,P4,Desk Phone,No Audio,8.8,Resolved,Device Issue
INC000329,SITE001,2026-07-06,Registration,P3,Desk Phone,One-Way Audio,7.21,Resolved,Unknown
INC000330,SITE006,2026-03-08,Device Configuration,P3,Soft Client,Poor Call Quality,2.85,Resolved,Configuration
INC000331,SITE033,2026-01-26,Network,P3,Mobile,Provisioning Failure,4.27,Open,User Error
INC000332,SITE034,2026-03-26,SIP,P3,Soft Client,Dialing Issue,7.44,Resolved,Configuration
INC000333,SITE011,2026-07-25,SIP,P4,Desk Phone,Registration Failure,4.37,Resolved,User Error
INC000334,SITE004,2026-04-06,UAT,P3,Mobile,Device Configuration,3.05,Resolved,QoS
INC000335,SITE006,2026-02-10,User Configuration,P1,Soft Client,No Audio,2.05,Closed,Configuration
INC000336,SITE031,2026-06-21,Audio,P3,Mobile,One-Way Audio,4.48,Resolved,QoS
INC000337,SITE019,2026-08-26,UAT,P3,Mobile,Registration Failure,2.58,Closed,Provisioning
INC000338,SITE010,2026-08-26,SIP,P3,Mobile,No Audio,7.9,Resolved,Configuration
INC000339,SITE001,2026-05-03,UAT,P3,Desk Phone,No Audio,1.59,Resolved,User Error
INC000340,SITE002,2026-02-02,SIP,P4,Soft Client,UAT Failure,2.37,In Progress,Provisioning
INC000341,SITE012,2026-01-23,Codec,P3,Soft Client,Dialing Issue,2.22,Closed,Device Issue
INC000342,SITE009,2026-01-26,SIP,P3,Mobile,One-Way Audio,1.65,Resolved,Network
INC000343,SITE005,2026-06-24,Registration,P2,Mobile,Provisioning Failure,1.52,Resolved,Unknown
INC000344,SITE009,2026-07-04,Device Configuration,P3,Room Device,Dialing Issue,1.64,Resolved,Provisioning
INC000345,SITE034,2026-07-25,Device Configuration,P3,Mobile,One-Way Audio,3.43,Closed,Configuration
INC000346,SITE029,2026-02-16,Codec,P3,Room Device,Dialing Issue,10.3,Closed,Unknown
INC000347,SITE019,2026-05-29,SIP,P3,Mobile,No Audio,9.04,Resolved,QoS
INC000348,SITE032,2026-03-08,Call Quality,P4,Soft Client,Provisioning Failure,1.14,Open,Device Issue
INC000349,SITE006,2026-03-02,Codec,P4,Room Device,Registration Failure,4.64,Resolved,Device Issue
INC000350,SITE026,2026-01-22,Dial Plan,P3,Desk Phone,No Audio,2.59,Resolved,Provisioning
INC000351,SITE007,2026-08-30,Call Quality,P4,Soft Client,One-Way Audio,2.93,Open,Network
INC000352,SITE013,2026-01-26,Dial Plan,P3,Soft Client,Dialing Issue,2.03,Resolved,Provisioning
INC000353,SITE005,2026-08-29,Provisioning,P4,Room Device,Poor Call Quality,1.51,Resolved,User Error
INC000354,SITE006,2026-01-24,Registration,P4,Desk Phone,Dialing Issue,3.39,Resolved,User Error
INC000355,SITE033,2026-04-06,Registration,P3,Desk Phone,Device Configuration,20.25,Open,QoS
INC000356,SITE004,2026-01-15,Device Configuration,P2,Soft Client,UAT Failure,8.84,Open,User Error
INC000357,SITE019,2026-06-22,QoS,P3,Soft Client,Poor Call Quality,2.82,In Progress,Device Issue
INC000358,SITE031,2026-01-27,Device Configuration,P4,Desk Phone,Registration Failure,0.95,Closed,Configuration
INC000359,SITE005,2026-02-05,Device Configuration,P4,Desk Phone,Poor Call Quality,1.11,Resolved,Device Issue
INC000360,SITE015,2026-02-01,Audio,P3,Desk Phone,Device Configuration,2.76,Resolved,User Error
INC000361,SITE006,2026-04-02,Dial Plan,P3,Room Device,UAT Failure,3.0,Resolved,Provisioning
INC000362,SITE008,2026-06-09,QoS,P4,Room Device,Poor Call Quality,7.66,Resolved,Provisioning
INC000363,SITE034,2026-06-21,Device Configuration,P3,Mobile,UAT Failure,4.52,In Progress,QoS
INC000364,SITE030,2026-01-09,Audio,P3,Soft Client,Device Configuration,1.84,Resolved,Provisioning
INC000365,SITE033,2026-01-09,Device Configuration,P4,Desk Phone,No Audio,6.0,In Progress,Provisioning
INC000366,SITE020,2026-04-02,Audio,P1,Desk Phone,One-Way Audio,5.56,In Progress,User Error
INC000367,SITE013,2026-05-04,Dial Plan,P3,Soft Client,Provisioning Failure,4.33,Closed,Configuration
INC000368,SITE017,2026-01-31,QoS,P3,Desk Phone,One-Way Audio,1.57,Open,Provisioning
INC000369,SITE005,2026-06-11,Network,P3,Room Device,UAT Failure,4.84,Resolved,Device Issue
INC000370,SITE034,2026-01-24,Network,P4,Room Device,Dialing Issue,4.12,Resolved,QoS
INC000371,SITE018,2026-08-11,Provisioning,P3,Room Device,No Audio,6.6,Resolved,Configuration
INC000372,SITE002,2026-08-28,Call Quality,P2,Mobile,Poor Call Quality,3.85,In Progress,Unknown
INC000373,SITE009,2026-03-27,Network,P3,Room Device,Device Configuration,4.41,Resolved,Provisioning
INC000374,SITE008,2026-04-21,SIP,P2,Desk Phone,Provisioning Failure,13.13,Open,Device Issue
INC000375,SITE011,2026-03-17,Audio,P3,Mobile,Dialing Issue,8.4,Resolved,Configuration
INC000376,SITE022,2026-05-28,User Configuration,P4,Soft Client,Poor Call Quality,3.79,Resolved,Device Issue
INC000377,SITE013,2026-04-09,Provisioning,P3,Room Device,Device Configuration,1.52,Resolved,Configuration
INC000378,SITE015,2026-02-17,Dial Plan,P3,Room Device,No Audio,6.37,Open,Provisioning
INC000379,SITE009,2026-03-12,Device Configuration,P4,Mobile,Dialing Issue,2.7,In Progress,User Error
INC000380,SITE020,2026-06-27,SIP,P4,Room Device,One-Way Audio,2.27,Resolved,Device Issue
INC000381,SITE029,2026-08-10,Registration,P3,Soft Client,Poor Call Quality,3.76,Closed,Network
INC000382,SITE005,2026-06-11,Audio,P3,Room Device,UAT Failure,2.78,Resolved,User Error
INC000383,SITE001,2026-05-28,Dial Plan,P3,Soft Client,No Audio,1.31,Closed,Configuration
INC000384,SITE004,2026-04-26,SIP,P2,Room Device,No Audio,3.29,In Progress,Device Issue
INC000385,SITE004,2026-02-23,Registration,P3,Mobile,One-Way Audio,1.7,In Progress,User Error
INC000386,SITE023,2026-08-20,Dial Plan,P4,Room Device,No Audio,10.51,Closed,Unknown
INC000387,SITE019,2026-02-20,Call Quality,P2,Desk Phone,Device Configuration,3.0,Resolved,Device Issue
INC000388,SITE020,2026-03-15,SIP,P3,Mobile,Device Configuration,1.08,Resolved,User Error
INC000389,SITE009,2026-05-09,Registration,P3,Mobile,UAT Failure,3.28,Resolved,QoS
INC000390,SITE025,2026-06-20,Audio,P3,Mobile,UAT Failure,1.15,Resolved,User Error
INC000391,SITE030,2026-06-13,SIP,P3,Soft Client,One-Way Audio,0.51,Resolved,User Error
INC000392,SITE010,2026-06-27,Codec,P3,Mobile,No Audio,12.93,Open,Network
INC000393,SITE033,2026-03-12,Network,P4,Room Device,Device Configuration,2.6,Open,User Error
INC000394,SITE028,2026-08-24,Provisioning,P1,Soft Client,Provisioning Failure,7.56,Open,Unknown
INC000395,SITE022,2026-05-04,User Configuration,P3,Desk Phone,One-Way Audio,3.83,Open,Device Issue
INC000396,SITE033,2026-04-23,UAT,P2,Mobile,Device Configuration,1.32,In Progress,QoS
INC000397,SITE015,2026-01-12,SIP,P4,Soft Client,Poor Call Quality,3.82,Resolved,Network
INC000398,SITE008,2026-01-06,Device Configuration,P4,Mobile,Device Configuration,1.86,Resolved,Provisioning
INC000399,SITE014,2026-03-19,Provisioning,P4,Soft Client,Provisioning Failure,6.84,Resolved,User Error
INC000400,SITE035,2026-08-25,Codec,P3,Soft Client,No Audio,3.87,Closed,Device Issue
INC000401,SITE027,2026-07-12,Dial Plan,P3,Soft Client,No Audio,3.12,Resolved,Provisioning
INC000402,SITE007,2026-08-31,Network,P2,Mobile,One-Way Audio,1.79,Resolved,Configuration
INC000403,SITE018,2026-05-21,Codec,P4,Soft Client,Registration Failure,4.19,Resolved,QoS
INC000404,SITE024,2026-08-22,QoS,P3,Desk Phone,UAT Failure,1.49,Resolved,Configuration
INC000405,SITE009,2026-03-18,Network,P4,Soft Client,No Audio,15.27,Resolved,Network
INC000406,SITE010,2026-03-10,UAT,P2,Room Device,UAT Failure,1.73,Closed,Unknown
INC000407,SITE007,2026-03-04,QoS,P3,Desk Phone,Device Configuration,4.78,In Progress,Device Issue
INC000408,SITE005,2026-08-12,Dial Plan,P3,Mobile,Registration Failure,5.78,In Progress,Provisioning
INC000409,SITE035,2026-05-17,Dial Plan,P2,Mobile,Dialing Issue,2.08,Resolved,Device Issue
INC000410,SITE007,2026-08-28,Device Configuration,P3,Room Device,UAT Failure,2.19,In Progress,Provisioning
INC000411,SITE019,2026-02-26,Provisioning,P4,Room Device,No Audio,2.26,Resolved,User Error
INC000412,SITE033,2026-07-21,UAT,P3,Soft Client,No Audio,3.13,Resolved,Configuration
INC000413,SITE021,2026-01-10,UAT,P4,Room Device,Dialing Issue,4.47,Resolved,User Error
INC000414,SITE005,2026-07-14,Registration,P3,Room Device,Registration Failure,1.1,Resolved,User Error
INC000415,SITE013,2026-08-05,Device Configuration,P3,Soft Client,No Audio,6.47,In Progress,Device Issue
INC000416,SITE012,2026-05-11,Registration,P4,Room Device,Registration Failure,1.7,Closed,Device Issue
INC000417,SITE004,2026-03-30,Dial Plan,P2,Desk Phone,Device Configuration,2.52,Closed,Device Issue
INC000418,SITE027,2026-08-13,Device Configuration,P4,Room Device,One-Way Audio,2.08,Resolved,Configuration
INC000419,SITE017,2026-04-22,Audio,P3,Soft Client,One-Way Audio,5.63,Resolved,Network
INC000420,SITE001,2026-04-16,SIP,P3,Desk Phone,No Audio,2.26,Resolved,Provisioning
INC000421,SITE027,2026-05-08,Registration,P4,Desk Phone,Registration Failure,1.74,Resolved,Network
INC000422,SITE002,2026-07-11,SIP,P3,Desk Phone,Device Configuration,5.95,Resolved,Unknown
INC000423,SITE025,2026-05-08,Dial Plan,P3,Room Device,Device Configuration,1.86,Resolved,QoS
INC000424,SITE002,2026-08-31,Dial Plan,P4,Desk Phone,Provisioning Failure,1.65,Resolved,Device Issue
INC000425,SITE017,2026-05-16,User Configuration,P2,Desk Phone,One-Way Audio,1.28,Closed,Provisioning
INC000426,SITE023,2026-06-19,Call Quality,P3,Room Device,Registration Failure,6.48,Resolved,Provisioning
INC000427,SITE003,2026-02-22,Dial Plan,P3,Room Device,Dialing Issue,4.55,In Progress,Provisioning
INC000428,SITE005,2026-03-03,Call Quality,P2,Mobile,UAT Failure,0.91,Closed,Configuration
INC000429,SITE025,2026-03-29,Provisioning,P1,Mobile,Dialing Issue,1.3,In Progress,Network
INC000430,SITE021,2026-04-22,Call Quality,P2,Mobile,No Audio,4.26,In Progress,Device Issue
INC000431,SITE018,2026-01-16,Registration,P3,Soft Client,One-Way Audio,1.31,Resolved,User Error
INC000432,SITE001,2026-07-23,Provisioning,P3,Desk Phone,One-Way Audio,4.9,Resolved,Provisioning
INC000433,SITE029,2026-07-18,Registration,P3,Room Device,Provisioning Failure,6.71,In Progress,QoS
INC000434,SITE015,2026-04-13,Audio,P3,Soft Client,Registration Failure,4.5,In Progress,User Error
INC000435,SITE025,2026-07-24,Provisioning,P3,Soft Client,Poor Call Quality,5.47,Resolved,Unknown
INC000436,SITE010,2026-07-27,Network,P3,Room Device,No Audio,2.52,Resolved,Unknown
INC000437,SITE024,2026-03-22,Registration,P3,Mobile,Poor Call Quality,11.5,Resolved,Unknown
INC000438,SITE020,2026-06-07,SIP,P2,Mobile,Poor Call Quality,4.02,Resolved,User Error
INC000439,SITE021,2026-04-18,UAT,P3,Soft Client,Provisioning Failure,2.52,Resolved,Configuration
INC000440,SITE008,2026-02-14,Dial Plan,P2,Room Device,Registration Failure,2.58,Resolved,Provisioning
INC000441,SITE023,2026-07-05,Call Quality,P4,Soft Client,UAT Failure,5.31,In Progress,User Error
INC000442,SITE031,2026-05-16,Provisioning,P2,Desk Phone,No Audio,2.82,Resolved,Unknown
INC000443,SITE020,2026-01-27,Network,P3,Soft Client,Device Configuration,4.25,Closed,Provisioning
INC000444,SITE001,2026-06-20,QoS,P2,Room Device,Provisioning Failure,3.19,Open,User Error
INC000445,SITE015,2026-08-11,Call Quality,P4,Soft Client,UAT Failure,7.31,In Progress,Network
INC000446,SITE034,2026-07-19,SIP,P3,Mobile,Registration Failure,1.48,Resolved,Device Issue
INC000447,SITE017,2026-02-15,Provisioning,P3,Room Device,Registration Failure,3.5,Resolved,Network
INC000448,SITE018,2026-07-29,Registration,P2,Soft Client,Provisioning Failure,5.8,Resolved,Network
INC000449,SITE029,2026-04-12,Audio,P3,Mobile,No Audio,2.93,Closed,Provisioning
INC000450,SITE023,2026-08-23,Provisioning,P4,Soft Client,No Audio,9.75,Resolved,Device Issue
INC000451,SITE029,2026-01-05,Call Quality,P2,Room Device,Device Configuration,5.08,Resolved,Device Issue
INC000452,SITE032,2026-03-26,Network,P3,Room Device,UAT Failure,5.89,Resolved,QoS
INC000453,SITE033,2026-08-11,Network,P3,Room Device,One-Way Audio,2.36,Resolved,Network
INC000454,SITE032,2026-04-04,User Configuration,P4,Soft Client,UAT Failure,3.24,Closed,Device Issue
INC000455,SITE031,2026-05-06,Registration,P2,Room Device,Registration Failure,2.87,Closed,User Error
INC000456,SITE018,2026-05-29,Device Configuration,P3,Mobile,Device Configuration,2.76,In Progress,Unknown
INC000457,SITE035,2026-04-07,User Configuration,P3,Mobile,Poor Call Quality,4.99,Closed,QoS
INC000458,SITE029,2026-03-29,Registration,P4,Room Device,One-Way Audio,9.23,Open,Device Issue
INC000459,SITE017,2026-03-28,Device Configuration,P3,Mobile,One-Way Audio,2.57,Open,Network
INC000460,SITE003,2026-08-02,Audio,P2,Mobile,Registration Failure,6.25,Resolved,Device Issue
INC000461,SITE024,2026-04-17,Codec,P2,Mobile,No Audio,1.86,Resolved,User Error
INC000462,SITE015,2026-01-22,User Configuration,P4,Room Device,Provisioning Failure,4.63,Resolved,QoS
INC000463,SITE027,2026-06-22,UAT,P3,Soft Client,One-Way Audio,1.68,Closed,Provisioning
INC000464,SITE002,2026-01-27,Call Quality,P2,Desk Phone,Device Configuration,4.18,Open,Unknown
INC000465,SITE002,2026-07-06,SIP,P4,Mobile,One-Way Audio,8.04,Resolved,Configuration
INC000466,SITE008,2026-04-28,Device Configuration,P3,Desk Phone,Device Configuration,15.44,Resolved,User Error
INC000467,SITE031,2026-04-06,Codec,P3,Soft Client,Dialing Issue,6.96,In Progress,Network
INC000468,SITE012,2026-02-15,Network,P3,Mobile,Provisioning Failure,4.95,Resolved,QoS
INC000469,SITE034,2026-08-04,Call Quality,P4,Desk Phone,UAT Failure,2.75,Resolved,QoS
INC000470,SITE027,2026-02-21,Call Quality,P2,Soft Client,Device Configuration,3.9,Open,User Error
INC000471,SITE018,2026-08-21,Device Configuration,P3,Room Device,Dialing Issue,7.48,Resolved,User Error
INC000472,SITE002,2026-07-20,Registration,P3,Mobile,No Audio,8.4,Resolved,Unknown
INC000473,SITE006,2026-04-30,UAT,P3,Desk Phone,Dialing Issue,1.22,Resolved,QoS
INC000474,SITE019,2026-07-13,User Configuration,P3,Soft Client,Registration Failure,7.32,Resolved,Network
INC000475,SITE031,2026-03-19,Call Quality,P3,Mobile,Registration Failure,2.38,Closed,Provisioning
INC000476,SITE019,2026-08-11,Registration,P2,Mobile,Provisioning Failure,5.75,Resolved,Network
INC000477,SITE013,2026-08-28,Dial Plan,P3,Soft Client,UAT Failure,6.34,Resolved,QoS
INC000478,SITE015,2026-03-29,Call Quality,P3,Desk Phone,Poor Call Quality,3.46,Resolved,Device Issue
INC000479,SITE021,2026-02-26,User Configuration,P3,Room Device,No Audio,2.44,Closed,Network
INC000480,SITE014,2026-01-08,Registration,P4,Mobile,UAT Failure,1.58,Closed,Provisioning
INC000481,SITE017,2026-01-23,QoS,P3,Room Device,UAT Failure,5.45,Resolved,Device Issue
INC000482,SITE018,2026-07-01,SIP,P3,Desk Phone,One-Way Audio,5.44,Closed,Device Issue
INC000483,SITE033,2026-08-07,Provisioning,P3,Soft Client,Provisioning Failure,1.96,Resolved,Network
INC000484,SITE017,2026-03-16,Call Quality,P3,Room Device,Poor Call Quality,4.72,Resolved,Network
