device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV00291,SITE004,USER00805,Cisco 8851,Room Kit,14.2,Unregistered,Provisioned,2026-04-03
DEV00292,SITE028,USER00525,Webex App,Room Kit,15.1,Registered,Provisioned,2026-08-13
DEV00293,SITE010,USER01580,Cisco 8841,8865,15.0,Registered,Provisioned,2026-08-28
DEV00294,SITE030,USER00969,Cisco 8865,8841,14.3,None,Provisioned,2026-04-30
DEV00295,SITE008,USER02456,Room Kit,Webex App,14.3,Registered,Provisioned,2026-02-28
DEV00296,SITE018,USER00257,Cisco 8841,Webex App,14.3,Registered,Pending,2026-01-29
DEV00297,SITE016,USER00553,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2026-08-19
DEV00298,SITE009,USER01876,Cisco 8851,8851,15.0,Registered,Provisioned,2026-03-31
DEV00299,SITE016,USER01622,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-08-25
DEV00300,SITE016,USER00715,Cisco 8851,8851,14.2,Unregistered,Provisioned,2026-02-28
DEV00301,SITE020,USER00664,Room Kit,8841,15.0,Registered,Provisioned,2026-03-24
DEV00302,SITE027,USER02480,Room Kit,8865,14.3,Unregistered,Provisioned,2026-07-29
DEV00303,SITE026,USER00170,Cisco 8841,8841,15.1,Registered,Failed,2026-01-14
DEV00304,SITE011,USER02491,Cisco 8851,8841,14.3,Registered,Provisioned,2026-01-07
DEV00305,SITE016,USER01910,Webex App,8841,14.4,Registered,Pending,2026-07-04
DEV00306,SITE002,USER01746,Cisco 8851,8851,15.1,Registered,Provisioned,2025-11-08
DEV00307,SITE022,USER02332,Cisco 8851,Room Kit,15.1,None,Provisioned,2025-12-04
DEV00308,SITE020,USER02469,Webex App,Webex App,14.2,Registered,Provisioned,2026-01-31
DEV00309,SITE027,USER01793,Cisco 8851,Webex App,14.2,None,Provisioned,2025-11-02
DEV00310,SITE004,USER00450,Webex App,8851,15.1,Registered,Provisioned,2026-05-10
DEV00311,SITE002,USER01660,Cisco 8841,8851,14.3,None,Provisioned,2026-07-23
DEV00312,SITE003,USER00645,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-03-21
DEV00313,SITE031,USER02429,Cisco 8851,8851,14.4,Registered,Pending,2026-08-11
DEV00314,SITE013,USER00566,Cisco 8841,8865,15.1,Registered,Provisioned,2025-11-16
DEV00315,SITE019,USER00693,Cisco 8851,8851,14.3,Registered,Provisioned,2026-07-18
DEV00316,SITE004,USER02010,Webex App,8851,15.1,Unregistered,Provisioned,2025-12-10
DEV00317,SITE018,USER01243,Webex App,8865,14.2,Unregistered,Provisioned,2026-05-12
DEV00318,SITE026,USER01650,Room Kit,8841,14.3,Registered,Provisioned,2025-12-27
DEV00319,SITE013,USER02251,Webex App,Webex App,14.4,Registered,Provisioned,2026-03-20
DEV00320,SITE021,USER02203,Room Kit,Webex App,15.1,Unregistered,Provisioned,2026-06-08
DEV00321,SITE020,USER01437,Webex App,8841,14.2,Registered,Provisioned,2026-07-12
DEV00322,SITE013,USER02392,Cisco 8851,Webex App,15.1,Unregistered,Provisioned,2026-06-06
DEV00323,SITE029,USER00639,Cisco 8841,8851,14.4,Registered,Provisioned,2025-12-21
DEV00324,SITE022,USER02429,Cisco 8841,8865,15.0,Registered,Failed,2025-12-09
DEV00325,SITE017,USER00391,Room Kit,8841,14.4,None,Provisioned,2026-07-04
DEV00326,SITE007,USER00605,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2025-11-27
DEV00327,SITE014,USER02158,Cisco 8851,8865,14.2,None,Provisioned,2025-11-05
DEV00328,SITE025,USER00572,Cisco 8851,8851,15.0,Registered,Provisioned,2025-11-18
DEV00329,SITE034,USER00680,Webex App,8865,15.1,Registered,Failed,2026-01-31
DEV00330,SITE027,USER00283,Cisco 8851,8865,15.0,Registered,Provisioned,2025-12-26
DEV00331,SITE019,USER02420,Cisco 8865,8841,14.2,Registered,Failed,2026-07-04
DEV00332,SITE016,USER00921,Cisco 8841,8841,15.0,Unregistered,Pending,2026-05-07
DEV00333,SITE026,USER00041,Cisco 8865,8865,15.0,Registered,Provisioned,2026-04-04
DEV00334,SITE002,USER01842,Cisco 8851,8865,14.3,Registered,Provisioned,2026-06-28
DEV00335,SITE022,USER00052,Webex App,8841,14.2,Registered,Provisioned,2026-08-12
DEV00336,SITE017,USER02443,Webex App,8851,14.4,None,Provisioned,2026-08-16
DEV00337,SITE022,USER01637,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2025-11-01
DEV00338,SITE008,USER01543,Webex App,Webex App,14.4,Registered,Pending,2026-01-21
DEV00339,SITE031,USER01710,Room Kit,Room Kit,14.3,Registered,Provisioned,2025-11-03
DEV00340,SITE025,USER02086,Cisco 8851,8865,14.2,Registered,Provisioned,2025-11-03
DEV00341,SITE021,USER00424,Cisco 8851,Webex App,15.0,Registered,Provisioned,2026-02-01
DEV00342,SITE035,USER00822,Cisco 8841,8841,14.3,Registered,Provisioned,2026-02-11
DEV00343,SITE033,USER01533,Webex App,Room Kit,15.1,Registered,Provisioned,2025-12-04
DEV00344,SITE001,USER01495,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-08-28
DEV00345,SITE022,USER02012,Cisco 8841,8841,14.3,Registered,Provisioned,2026-06-26
DEV00346,SITE024,USER01885,Webex App,8841,15.0,Registered,Provisioned,2026-02-18
DEV00347,SITE024,USER01824,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-08-21
DEV00348,SITE004,USER01621,Webex App,Webex App,14.2,Registered,Provisioned,2025-12-01
DEV00349,SITE011,USER01154,Cisco 8841,8851,14.3,Registered,Provisioned,2026-04-18
DEV00350,SITE021,USER00460,Cisco 8851,8865,15.0,None,Provisioned,2025-11-03
DEV00351,SITE024,USER00220,Cisco 8865,8865,14.2,Unregistered,Provisioned,2026-08-21
DEV00352,SITE008,USER01887,Cisco 8851,8841,14.3,Registered,Provisioned,2026-01-29
DEV00353,SITE028,USER02428,Cisco 8865,8851,15.1,None,Provisioned,2026-01-31
DEV00354,SITE011,USER01868,Webex App,Webex App,14.4,Registered,Provisioned,2026-03-29
DEV00355,SITE029,USER00402,Room Kit,8865,14.4,Registered,Provisioned,2026-03-01
DEV00356,SITE020,USER02056,Room Kit,Webex App,14.2,Registered,Provisioned,2026-01-02
DEV00357,SITE024,USER01239,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-02-14
DEV00358,SITE014,USER01710,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-01-01
DEV00359,SITE026,USER02181,Cisco 8865,Webex App,14.3,None,Provisioned,2026-08-27
DEV00360,SITE007,USER02316,Cisco 8865,8851,14.4,Registered,Pending,2026-07-26
DEV00361,SITE007,USER00177,Cisco 8841,8851,14.4,Registered,Provisioned,2026-05-25
DEV00362,SITE001,USER02245,Cisco 8841,8851,14.3,Registered,Failed,2026-01-29
DEV00363,SITE017,USER01532,Cisco 8865,8841,14.3,Registered,Provisioned,2026-07-19
DEV00364,SITE008,USER01139,Cisco 8865,Room Kit,14.4,Unregistered,Provisioned,2026-05-12
DEV00365,SITE025,USER01407,Room Kit,Room Kit,15.0,None,Provisioned,2025-12-22
DEV00366,SITE018,USER01775,Cisco 8851,Room Kit,14.2,Unregistered,Provisioned,2026-08-12
DEV00367,SITE025,USER02279,Webex App,8865,15.1,Registered,Pending,2026-05-04
DEV00368,SITE022,USER00252,Webex App,Room Kit,14.2,Registered,Provisioned,2026-06-22
DEV00369,SITE005,USER00269,Cisco 8865,8865,14.2,Registered,Failed,2026-07-30
DEV00370,SITE022,USER02313,Webex App,Room Kit,14.3,Registered,Failed,2026-08-23
DEV00371,SITE022,USER00994,Cisco 8841,8841,14.3,Registered,Provisioned,2026-05-02
DEV00372,SITE007,USER00299,Cisco 8865,8851,14.3,None,Provisioned,2026-08-15
DEV00373,SITE029,USER00875,Room Kit,Webex App,15.1,Registered,Provisioned,2026-03-05
DEV00374,SITE021,USER01488,Cisco 8865,8841,15.1,Registered,Provisioned,2026-07-09
DEV00375,SITE035,USER02367,Room Kit,Webex App,14.4,Unregistered,Provisioned,2026-04-13
DEV00376,SITE029,USER00384,Cisco 8851,8841,14.3,Registered,Provisioned,2026-06-11
DEV00377,SITE016,USER01744,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-07-31
DEV00378,SITE014,USER00743,Cisco 8865,8865,15.1,Registered,Provisioned,2026-01-28
DEV00379,SITE012,USER01377,Webex App,Room Kit,15.0,Registered,Pending,2026-03-27
DEV00380,SITE007,USER01456,Cisco 8841,8865,14.4,Unregistered,Provisioned,2026-06-04
DEV00381,SITE031,USER02472,Cisco 8851,8865,14.4,Registered,Provisioned,2026-08-26
DEV00382,SITE004,USER02300,Cisco 8841,8865,14.2,Registered,Provisioned,2026-04-12
DEV00383,SITE004,USER00868,Cisco 8865,8865,14.2,Registered,Provisioned,2026-06-07
DEV00384,SITE020,USER00723,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-06-10
DEV00385,SITE031,USER02030,Cisco 8841,8851,14.2,Registered,Provisioned,2026-08-24
DEV00386,SITE015,USER02283,Room Kit,8865,15.1,Registered,Provisioned,2026-07-31
DEV00387,SITE018,USER00398,Cisco 8851,8851,15.1,Unregistered,Provisioned,2025-11-14
DEV00388,SITE021,USER02494,Cisco 8841,8865,14.2,Registered,Provisioned,2025-11-11
DEV00389,SITE034,USER00882,Room Kit,8841,15.0,None,Provisioned,2026-07-12
DEV00390,SITE012,USER01785,Cisco 8865,8865,14.2,Registered,Provisioned,2026-03-21
DEV00391,SITE025,USER01370,Room Kit,Webex App,14.2,Registered,Provisioned,2026-07-29
DEV00392,SITE031,USER00371,Cisco 8865,8865,14.4,Registered,Provisioned,2026-06-19
DEV00393,SITE024,USER00879,Room Kit,Room Kit,14.4,Registered,Provisioned,2026-05-22
DEV00394,SITE030,USER00444,Webex App,8865,15.0,Registered,Provisioned,2026-07-11
DEV00395,SITE031,USER02429,Cisco 8841,8865,14.3,Registered,Provisioned,2026-03-15
DEV00396,SITE009,USER02292,Cisco 8865,Room Kit,15.0,Registered,Provisioned,2026-01-02
DEV00397,SITE029,USER01105,Cisco 8851,8851,14.4,Registered,Provisioned,2026-01-01
DEV00398,SITE025,USER01662,Webex App,8865,14.2,None,Pending,2026-08-26
DEV00399,SITE018,USER00070,Cisco 8841,Room Kit,14.3,Unregistered,Provisioned,2025-11-25
DEV00400,SITE025,USER02274,Cisco 8851,8865,14.3,Registered,Pending,2026-05-27
DEV00401,SITE023,USER00961,Webex App,8865,15.0,Registered,Provisioned,2025-12-04
DEV00402,SITE015,USER01086,Webex App,8865,14.3,Unregistered,Provisioned,2025-11-02
DEV00403,SITE034,USER01660,Room Kit,8865,14.2,Registered,Pending,2026-01-22
DEV00404,SITE015,USER02282,Cisco 8865,Webex App,14.4,Registered,Provisioned,2026-07-17
DEV00405,SITE035,USER01523,Webex App,8851,14.2,Registered,Pending,2026-01-13
DEV00406,SITE010,USER00179,Cisco 8841,8841,15.0,Registered,Provisioned,2026-07-09
DEV00407,SITE029,USER00117,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2026-04-04
DEV00408,SITE021,USER00826,Cisco 8851,8851,15.1,Registered,Provisioned,2025-11-19
DEV00409,SITE035,USER00811,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2026-05-06
DEV00410,SITE029,USER01299,Cisco 8851,8865,15.0,Registered,Provisioned,2026-06-10
DEV00411,SITE024,USER01919,Webex App,8851,14.2,None,Provisioned,2026-06-18
DEV00412,SITE005,USER01021,Cisco 8841,8865,14.4,Unregistered,Provisioned,2026-03-28
DEV00413,SITE022,USER00959,Cisco 8841,Webex App,14.3,Registered,Pending,2025-11-07
DEV00414,SITE005,USER00368,Cisco 8865,Room Kit,15.1,Registered,Failed,2026-02-17
DEV00415,SITE011,USER01111,Cisco 8865,8851,14.3,Registered,Provisioned,2026-03-13
DEV00416,SITE024,USER02300,Cisco 8851,8841,14.3,None,Pending,2026-01-17
DEV00417,SITE002,USER01350,Cisco 8841,8865,15.1,Unregistered,Provisioned,2026-05-01
DEV00418,SITE025,USER00294,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-06-08
DEV00419,SITE004,USER00862,Room Kit,Room Kit,14.3,Unregistered,Provisioned,2026-01-09
DEV00420,SITE019,USER00354,Room Kit,8865,14.2,Registered,Provisioned,2025-11-14
DEV00421,SITE012,USER00164,Webex App,8865,15.1,Registered,Pending,2026-08-10
DEV00422,SITE035,USER02082,Webex App,Room Kit,14.2,Registered,Provisioned,2026-07-20
DEV00423,SITE020,USER01376,Cisco 8851,8851,14.3,Registered,Pending,2026-03-29
DEV00424,SITE027,USER02468,Webex App,8851,14.3,Registered,Provisioned,2026-03-24
DEV00425,SITE025,USER00350,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-05-29
DEV00426,SITE029,USER00648,Webex App,Webex App,14.4,Registered,Provisioned,2026-03-24
DEV00427,SITE005,USER00996,Room Kit,8865,15.1,Registered,Pending,2026-01-30
DEV00428,SITE007,USER02101,Webex App,8865,14.4,Registered,Provisioned,2026-08-28
DEV00429,SITE011,USER01826,Webex App,8851,14.2,None,Provisioned,2026-05-28
DEV00430,SITE031,USER00254,Cisco 8865,8841,15.0,Registered,Provisioned,2026-04-15
DEV00431,SITE003,USER00189,Cisco 8851,Room Kit,14.4,Registered,Pending,2026-08-16
DEV00432,SITE016,USER01054,Room Kit,8841,15.1,Registered,Provisioned,2026-05-02
DEV00433,SITE029,USER00379,Cisco 8841,8841,14.4,Registered,Provisioned,2026-03-01
DEV00434,SITE034,USER00288,Room Kit,8851,14.2,Unregistered,Provisioned,2026-06-03
DEV00435,SITE035,USER02409,Cisco 8851,Room Kit,15.1,Registered,Provisioned,2025-12-27
DEV00436,SITE019,USER00553,Room Kit,Room Kit,14.4,Registered,Provisioned,2025-12-20
DEV00437,SITE028,USER02479,Cisco 8841,8841,15.0,Registered,Pending,2026-07-16
DEV00438,SITE018,USER00150,Cisco 8865,8841,15.0,Registered,Provisioned,2026-03-06
DEV00439,SITE027,USER00281,Cisco 8841,Webex App,14.2,None,Pending,2026-02-16
DEV00440,SITE020,USER02341,Room Kit,Webex App,15.0,Registered,Provisioned,2025-12-31
DEV00441,SITE010,USER01246,Cisco 8841,8865,14.4,Registered,Provisioned,2026-07-17
DEV00442,SITE035,USER01361,Webex App,8865,15.1,Registered,Provisioned,2026-06-10
DEV00443,SITE009,USER00496,Cisco 8865,8851,14.4,Registered,Provisioned,2026-04-15
DEV00444,SITE025,USER00484,Webex App,Webex App,14.4,Registered,Provisioned,2026-05-10
DEV00445,SITE015,USER01710,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-02-06
DEV00446,SITE004,USER02118,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-08-23
DEV00447,SITE008,USER00182,Webex App,Webex App,14.2,Registered,Provisioned,2025-12-08
DEV00448,SITE012,USER01985,Cisco 8865,8841,14.3,Registered,Provisioned,2026-03-30
DEV00449,SITE012,USER00096,Room Kit,8841,14.2,Registered,Provisioned,2026-05-24
DEV00450,SITE014,USER01798,Room Kit,8851,14.3,Unregistered,Provisioned,2026-06-03
DEV00451,SITE030,USER01867,Cisco 8841,Room Kit,15.1,Registered,Provisioned,2026-05-12
DEV00452,SITE011,USER00610,Room Kit,8865,14.2,Registered,Provisioned,2026-01-04
DEV00453,SITE022,USER02370,Cisco 8841,8865,14.4,Unregistered,Pending,2026-01-26
DEV00454,SITE006,USER00888,Room Kit,8841,14.4,Registered,Provisioned,2026-03-16
DEV00455,SITE028,USER01102,Cisco 8865,8865,14.2,Registered,Pending,2025-12-24
DEV00456,SITE028,USER01979,Cisco 8851,Webex App,14.2,None,Provisioned,2025-12-28
DEV00457,SITE023,USER02424,Room Kit,8851,14.4,Registered,Provisioned,2026-03-17
DEV00458,SITE026,USER00988,Cisco 8841,Room Kit,14.2,Registered,Provisioned,2025-11-21
DEV00459,SITE024,USER01914,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-01-04
DEV00460,SITE018,USER02065,Cisco 8865,Room Kit,15.0,Registered,Provisioned,2026-05-09
DEV00461,SITE002,USER00918,Cisco 8841,8851,14.3,Registered,Provisioned,2026-08-07
DEV00462,SITE027,USER00735,Cisco 8865,Room Kit,15.1,None,Pending,2026-07-20
DEV00463,SITE002,USER00474,Cisco 8841,Room Kit,14.4,Registered,Failed,2026-02-24
DEV00464,SITE013,USER00579,Cisco 8865,8851,14.3,Unregistered,Provisioned,2025-11-07
DEV00465,SITE030,USER00450,Room Kit,8865,14.2,Unregistered,Provisioned,2026-06-14
DEV00466,SITE017,USER02465,Webex App,8841,14.4,None,Provisioned,2026-07-04
DEV00467,SITE027,USER02040,Cisco 8865,8865,14.4,Registered,Provisioned,2026-08-01
DEV00468,SITE019,USER00904,Cisco 8865,8841,14.2,Registered,Provisioned,2026-01-07
DEV00469,SITE020,USER00284,Room Kit,8841,14.3,Unregistered,Provisioned,2026-03-27
DEV00470,SITE001,USER01753,Webex App,Webex App,14.4,Unregistered,Provisioned,2026-03-25
DEV00471,SITE011,USER02358,Cisco 8841,Webex App,15.1,Registered,Provisioned,2025-12-18
DEV00472,SITE014,USER00077,Cisco 8865,8865,14.3,Registered,Provisioned,2026-07-14
DEV00473,SITE018,USER01700,Webex App,Webex App,15.1,Registered,Pending,2026-03-05
DEV00474,SITE024,USER00510,Cisco 8851,Room Kit,14.2,Registered,Provisioned,2025-12-24
DEV00475,SITE020,USER02371,Cisco 8841,Webex App,14.2,Unregistered,Pending,2026-02-13
DEV00476,SITE003,USER02263,Room Kit,Webex App,14.3,Registered,Pending,2026-04-21
DEV00477,SITE030,USER00950,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-02-03
DEV00478,SITE019,USER00267,Cisco 8865,8865,14.3,Registered,Provisioned,2026-05-31
DEV00479,SITE005,USER01488,Cisco 8841,Webex App,14.3,Registered,Provisioned,2025-12-07
DEV00480,SITE031,USER02293,Cisco 8841,8841,14.4,None,Provisioned,2026-07-17
DEV00481,SITE007,USER01484,Webex App,8865,14.4,Unregistered,Provisioned,2026-07-12
DEV00482,SITE016,USER01335,Room Kit,8841,15.0,Unregistered,Provisioned,2026-04-21
DEV00483,SITE008,USER00101,Cisco 8851,Room Kit,14.2,None,Provisioned,2026-02-14
DEV00484,SITE034,USER00515,Room Kit,Webex App,14.2,Unregistered,Provisioned,2026-03-09
DEV00485,SITE026,USER01315,Cisco 8841,Webex App,15.0,None,Pending,2026-07-14
DEV00486,SITE009,USER01523,Cisco 8841,8841,14.3,Unregistered,Provisioned,2026-02-14
DEV00487,SITE033,USER00849,Cisco 8865,8851,14.3,Registered,Provisioned,2026-07-07
DEV00488,SITE014,USER02314,Room Kit,8865,14.3,Registered,Provisioned,2026-07-23
DEV00489,SITE031,USER01773,Webex App,8841,14.3,Registered,Provisioned,2026-08-12
DEV00490,SITE035,USER01294,Room Kit,Webex App,14.3,Registered,Provisioned,2026-04-20
DEV00491,SITE012,USER00396,Cisco 8865,8851,14.4,Registered,Pending,2026-02-28
DEV00492,SITE017,USER01538,Room Kit,8841,14.2,Unregistered,Pending,2026-01-27
DEV00493,SITE026,USER01204,Cisco 8865,8851,15.0,Registered,Provisioned,2025-12-05
DEV00494,SITE014,USER00047,Cisco 8851,Room Kit,14.3,Registered,Pending,2026-07-05
DEV00495,SITE029,USER00529,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-04-17
DEV00496,SITE027,USER01546,Cisco 8865,Room Kit,15.1,None,Provisioned,2026-03-27
DEV00497,SITE016,USER00398,Room Kit,8851,15.1,Unregistered,Provisioned,2026-01-20
DEV00498,SITE035,USER01298,Room Kit,Webex App,14.3,Registered,Pending,2025-11-12
DEV00499,SITE014,USER00325,Cisco 8865,8865,15.1,Registered,Provisioned,2026-05-11
DEV00500,SITE013,USER00830,Cisco 8865,Webex App,15.1,Registered,Provisioned,2026-02-19
DEV00501,SITE032,USER00789,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-05-21
DEV00502,SITE008,USER02067,Webex App,Room Kit,15.1,None,Pending,2026-06-24
DEV00503,SITE011,USER01680,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-04-18
DEV00504,SITE010,USER02286,Webex App,8841,15.1,Registered,Provisioned,2026-07-21
DEV00505,SITE003,USER01385,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-02-08
DEV00506,SITE027,USER01373,Webex App,Webex App,15.0,Unregistered,Provisioned,2026-04-01
DEV00507,SITE002,USER01328,Cisco 8841,8841,14.2,Registered,Provisioned,2026-05-25
DEV00508,SITE023,USER00389,Room Kit,8865,14.4,Registered,Pending,2026-07-23
DEV00509,SITE019,USER01322,Webex App,Room Kit,15.1,Registered,Provisioned,2026-07-22
DEV00510,SITE022,USER01595,Cisco 8851,8841,15.1,Unregistered,Provisioned,2025-11-10
DEV00511,SITE019,USER02224,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-02-09
DEV00512,SITE032,USER02342,Cisco 8841,8841,15.1,Registered,Provisioned,2026-04-17
DEV00513,SITE020,USER00332,Webex App,8851,14.2,Unregistered,Provisioned,2026-03-03
DEV00514,SITE012,USER02264,Cisco 8865,8841,14.3,Registered,Provisioned,2026-01-10
DEV00515,SITE030,USER00349,Webex App,Room Kit,15.0,Registered,Provisioned,2026-02-08
DEV00516,SITE016,USER00073,Room Kit,Webex App,14.2,Unregistered,Provisioned,2026-05-12
DEV00517,SITE028,USER01666,Room Kit,8851,15.0,Unregistered,Provisioned,2025-12-03
DEV00518,SITE028,USER00897,Cisco 8851,8841,15.0,Registered,Provisioned,2026-01-16
DEV00519,SITE008,USER00195,Webex App,8841,15.1,None,Provisioned,2025-11-11
DEV00520,SITE035,USER00061,Webex App,8841,14.3,None,Failed,2026-06-13
DEV00521,SITE016,USER01983,Webex App,8865,15.0,None,Provisioned,2026-04-09
DEV00522,SITE019,USER02098,Cisco 8865,Webex App,15.1,Unregistered,Provisioned,2026-08-04
DEV00523,SITE031,USER01376,Cisco 8865,8851,14.3,Registered,Provisioned,2025-12-17
DEV00524,SITE008,USER02141,Room Kit,Room Kit,14.4,Registered,Provisioned,2026-01-13
DEV00525,SITE025,USER01524,Webex App,8841,14.4,Unregistered,Provisioned,2026-04-22
DEV00526,SITE021,USER01008,Cisco 8841,8865,15.0,Registered,Provisioned,2026-08-05
DEV00527,SITE019,USER00626,Cisco 8851,8841,14.4,Unregistered,Provisioned,2026-02-15
DEV00528,SITE021,USER02337,Webex App,8851,14.2,None,Provisioned,2026-07-29
DEV00529,SITE016,USER00688,Cisco 8865,8841,14.3,Registered,Failed,2026-07-11
DEV00530,SITE005,USER00031,Cisco 8841,8851,15.1,Registered,Provisioned,2026-05-27
DEV00531,SITE010,USER00294,Room Kit,8865,14.2,Registered,Provisioned,2026-05-17
DEV00532,SITE028,USER01074,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-05-15
DEV00533,SITE025,USER01166,Cisco 8865,Webex App,14.4,Registered,Provisioned,2025-12-30
DEV00534,SITE026,USER00681,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-04-18
DEV00535,SITE011,USER02325,Room Kit,8851,14.3,Registered,Provisioned,2026-01-10
DEV00536,SITE021,USER00826,Webex App,Webex App,14.3,Registered,Pending,2026-02-02
DEV00537,SITE028,USER02448,Cisco 8841,Webex App,14.3,Unregistered,Provisioned,2026-01-10
DEV00538,SITE035,USER01409,Webex App,Room Kit,14.4,Registered,Provisioned,2026-03-07
DEV00539,SITE005,USER00932,Webex App,8851,14.2,Registered,Provisioned,2025-12-03
DEV00540,SITE024,USER02455,Cisco 8851,8865,15.1,Registered,Provisioned,2026-03-11
DEV00541,SITE025,USER00709,Cisco 8865,8841,14.3,None,Pending,2026-07-25
DEV00542,SITE020,USER02005,Room Kit,8841,15.0,Registered,Failed,2026-01-08
DEV00543,SITE006,USER01624,Cisco 8851,8851,14.4,Registered,Pending,2026-06-18
DEV00544,SITE016,USER02392,Cisco 8851,8841,14.3,Registered,Provisioned,2026-03-07
DEV00545,SITE018,USER01859,Cisco 8865,Webex App,15.1,Unregistered,Provisioned,2026-08-02
DEV00546,SITE018,USER01558,Webex App,Webex App,15.0,Registered,Provisioned,2026-04-18
DEV00547,SITE018,USER02228,Cisco 8865,8841,15.0,Registered,Failed,2026-07-31
